"Geography","Geographic Area Name","Total"
"1400000US36047059404","Census Tract 594.04; Kings County; New York","4426"
"1400000US36047059600","Census Tract 596; Kings County; New York","2569"
"1400000US36047059800","Census Tract 598; Kings County; New York","3617"
"1400000US36047060000","Census Tract 600; Kings County; New York","6844"
"1400000US36047060600","Census Tract 606; Kings County; New York","3178"
"1400000US36047060800","Census Tract 608; Kings County; New York","4015"
"1400000US36047061002","Census Tract 610.02; Kings County; New York","5064"
"1400000US36047061003","Census Tract 610.03; Kings County; New York","2418"
"1400000US36047061004","Census Tract 610.04; Kings County; New York","6669"
"1400000US36047061200","Census Tract 612; Kings County; New York","1063"
"1400000US36047061600","Census Tract 616; Kings County; New York","1854"
"1400000US36047062000","Census Tract 620; Kings County; New York","1767"
"1400000US36047062200","Census Tract 622; Kings County; New York","3325"
"1400000US36047062600","Census Tract 626; Kings County; New York","3152"
"1400000US36047062800","Census Tract 628; Kings County; New York","5222"
"1400000US36047063200","Census Tract 632; Kings County; New York","1476"
"1400000US36047063600","Census Tract 636; Kings County; New York","1317"
"1400000US36047063800","Census Tract 638; Kings County; New York","1617"
"1400000US36047064000","Census Tract 640; Kings County; New York","1620"
"1400000US36047064200","Census Tract 642; Kings County; New York","2865"
"1400000US36047064400","Census Tract 644; Kings County; New York","2702"
"1400000US36047064600","Census Tract 646; Kings County; New York","2226"
"1400000US36047064800","Census Tract 648; Kings County; New York","1993"
"1400000US36047065000","Census Tract 650; Kings County; New York","1439"
"1400000US36047065200","Census Tract 652; Kings County; New York","1197"
"1400000US36047065400","Census Tract 654; Kings County; New York","1681"
"1400000US36047065600","Census Tract 656; Kings County; New York","1795"
"1400000US36047065800","Census Tract 658; Kings County; New York","1844"
"1400000US36047066000","Census Tract 660; Kings County; New York","1762"
"1400000US36047066200","Census Tract 662; Kings County; New York","1497"
"1400000US36047066600","Census Tract 666; Kings County; New York","1"
"1400000US36047067000","Census Tract 670; Kings County; New York","2876"
"1400000US36047067200","Census Tract 672; Kings County; New York","1435"
"1400000US36047067400","Census Tract 674; Kings County; New York","1992"
"1400000US36047067600","Census Tract 676; Kings County; New York","1622"
"1400000US36047067800","Census Tract 678; Kings County; New York","2874"
"1400000US36047068000","Census Tract 680; Kings County; New York","1887"
"1400000US36047068200","Census Tract 682; Kings County; New York","2489"
"1400000US36047068600","Census Tract 686; Kings County; New York","1749"
"1400000US36047068800","Census Tract 688; Kings County; New York","1706"
"1400000US36047069000","Census Tract 690; Kings County; New York","1880"
"1400000US36047069200","Census Tract 692; Kings County; New York","2512"
"1400000US36047069601","Census Tract 696.01; Kings County; New York","3932"
"1400000US36047069602","Census Tract 696.02; Kings County; New York","6275"
"1400000US36047069800","Census Tract 698; Kings County; New York","1417"
"1400000US36047070000","Census Tract 700; Kings County; New York","1650"
"1400000US36047070201","Census Tract 702.01; Kings County; New York","6719"
"1400000US36047070202","Census Tract 702.02; Kings County; New York","21"
"1400000US36047070203","Census Tract 702.03; Kings County; New York","0"
"1400000US36047070601","Census Tract 706.01; Kings County; New York","2703"
"1400000US36047070602","Census Tract 706.02; Kings County; New York","4"
"1400000US36047072000","Census Tract 720; Kings County; New York","2205"
"1400000US36047072200","Census Tract 722; Kings County; New York","2893"
"1400000US36047072400","Census Tract 724; Kings County; New York","1911"
"1400000US36047072600","Census Tract 726; Kings County; New York","2582"
"1400000US36047072800","Census Tract 728; Kings County; New York","3645"
"1400000US36047073000","Census Tract 730; Kings County; New York","2170"
"1400000US36047073200","Census Tract 732; Kings County; New York","2173"
"1400000US36047073400","Census Tract 734; Kings County; New York","1818"
"1400000US36047073600","Census Tract 736; Kings County; New York","3473"
"1400000US36047073800","Census Tract 738; Kings County; New York","3290"
"1400000US36047074000","Census Tract 740; Kings County; New York","3446"
"1400000US36047074200","Census Tract 742; Kings County; New York","3023"
"1400000US36047074400","Census Tract 744; Kings County; New York","2481"
"1400000US36047074600","Census Tract 746; Kings County; New York","2100"
"1400000US36047074800","Census Tract 748; Kings County; New York","1936"
"1400000US36047075000","Census Tract 750; Kings County; New York","2928"
"1400000US36047075200","Census Tract 752; Kings County; New York","1042"
"1400000US36047075400","Census Tract 754; Kings County; New York","1402"
"1400000US36047075600","Census Tract 756; Kings County; New York","1934"
"1400000US36047075800","Census Tract 758; Kings County; New York","2005"
"1400000US36047076000","Census Tract 760; Kings County; New York","2832"
"1400000US36047076200","Census Tract 762; Kings County; New York","4391"
"1400000US36047076400","Census Tract 764; Kings County; New York","3783"
"1400000US36047076600","Census Tract 766; Kings County; New York","1990"
"1400000US36047076800","Census Tract 768; Kings County; New York","4049"
"1400000US36047077000","Census Tract 770; Kings County; New York","2776"
"1400000US36047077200","Census Tract 772; Kings County; New York","3070"
"1400000US36047077400","Census Tract 774; Kings County; New York","3029"
"1400000US36047077600","Census Tract 776; Kings County; New York","3784"
"1400000US36047078000","Census Tract 780; Kings County; New York","2197"
"1400000US36047078200","Census Tract 782; Kings County; New York","4081"
"1400000US36047078400","Census Tract 784; Kings County; New York","2441"
"1400000US36047078601","Census Tract 786.01; Kings County; New York","2374"
"1400000US36047078602","Census Tract 786.02; Kings County; New York","2073"
"1400000US36047078801","Census Tract 788.01; Kings County; New York","2040"
"1400000US36047078802","Census Tract 788.02; Kings County; New York","1328"
"1400000US36047079001","Census Tract 790.01; Kings County; New York","1347"
"1400000US36047079002","Census Tract 790.02; Kings County; New York","3769"
"1400000US36047079201","Census Tract 792.01; Kings County; New York","1743"
"1400000US36047079202","Census Tract 792.02; Kings County; New York","3171"
"1400000US36047079400","Census Tract 794; Kings County; New York","2742"
"1400000US36047079601","Census Tract 796.01; Kings County; New York","4125"
"1400000US36047079602","Census Tract 796.02; Kings County; New York","4489"
"1400000US36047079801","Census Tract 798.01; Kings County; New York","2957"
"1400000US36047079802","Census Tract 798.02; Kings County; New York","5647"
"1400000US36047080000","Census Tract 800; Kings County; New York","3562"
"1400000US36047080200","Census Tract 802; Kings County; New York","4521"
"1400000US36047080400","Census Tract 804; Kings County; New York","3327"
"1400000US36047080600","Census Tract 806; Kings County; New York","3781"
"1400000US36047080800","Census Tract 808; Kings County; New York","1940"
"1400000US36047081000","Census Tract 810; Kings County; New York","2907"
"1400000US36047081400","Census Tract 814; Kings County; New York","3121"
"1400000US36047081600","Census Tract 816; Kings County; New York","2580"
"1400000US36047081800","Census Tract 818; Kings County; New York","4830"
"1400000US36047082000","Census Tract 820; Kings County; New York","5495"
"1400000US36047082200","Census Tract 822; Kings County; New York","7201"
"1400000US36047082400","Census Tract 824; Kings County; New York","4963"
"1400000US36047082600","Census Tract 826; Kings County; New York","5165"
"1400000US36047082800","Census Tract 828; Kings County; New York","4206"
"1400000US36047083000","Census Tract 830; Kings County; New York","6167"
"1400000US36047083200","Census Tract 832; Kings County; New York","2362"
"1400000US36047083400","Census Tract 834; Kings County; New York","1733"
"1400000US36047083600","Census Tract 836; Kings County; New York","2160"
"1400000US36047083800","Census Tract 838; Kings County; New York","2226"
"1400000US36047084000","Census Tract 840; Kings County; New York","2324"
"1400000US36047084600","Census Tract 846; Kings County; New York","1986"
"1400000US36047084800","Census Tract 848; Kings County; New York","1728"
"1400000US36047085000","Census Tract 850; Kings County; New York","1509"
"1400000US36047085200","Census Tract 852; Kings County; New York","32"
"1400000US36047085400","Census Tract 854; Kings County; New York","1962"
"1400000US36047085600","Census Tract 856; Kings County; New York","3568"
"1400000US36047085800","Census Tract 858; Kings County; New York","2474"
"1400000US36047086000","Census Tract 860; Kings County; New York","3809"
"1400000US36047086200","Census Tract 862; Kings County; New York","3427"
"1400000US36047086400","Census Tract 864; Kings County; New York","2499"
"1400000US36047086600","Census Tract 866; Kings County; New York","3385"
"1400000US36047086800","Census Tract 868; Kings County; New York","3413"
"1400000US36047087000","Census Tract 870; Kings County; New York","3570"
"1400000US36047087200","Census Tract 872; Kings County; New York","3128"
"1400000US36047087401","Census Tract 874.01; Kings County; New York","3740"
"1400000US36047087600","Census Tract 876; Kings County; New York","2098"
"1400000US36047087800","Census Tract 878; Kings County; New York","2730"
"1400000US36047088001","Census Tract 880.01; Kings County; New York","2127"
"1400000US36047088002","Census Tract 880.02; Kings County; New York","1374"
"1400000US36047088200","Census Tract 882; Kings County; New York","6804"
"1400000US36047088400","Census Tract 884; Kings County; New York","5513"
"1400000US36047088600","Census Tract 886; Kings County; New York","4547"
"1400000US36047088800","Census Tract 888; Kings County; New York","4001"
"1400000US36047089000","Census Tract 890; Kings County; New York","6683"
"1400000US36047089200","Census Tract 892; Kings County; New York","3673"
"1400000US36047089400","Census Tract 894; Kings County; New York","3834"
"1400000US36047089600","Census Tract 896; Kings County; New York","4081"
"1400000US36047089800","Census Tract 898; Kings County; New York","2329"
"1400000US36047090000","Census Tract 900; Kings County; New York","5434"
"1400000US36047090200","Census Tract 902; Kings County; New York","3817"
"1400000US36047090600","Census Tract 906; Kings County; New York","4534"
"1400000US36047090800","Census Tract 908; Kings County; New York","5893"
"1400000US36047091000","Census Tract 910; Kings County; New York","5814"
"1400000US36047091200","Census Tract 912; Kings County; New York","6572"
"1400000US36047091600","Census Tract 916; Kings County; New York","5309"
"1400000US36047091800","Census Tract 918; Kings County; New York","2703"
"1400000US36047092000","Census Tract 920; Kings County; New York","3491"
"1400000US36047092200","Census Tract 922; Kings County; New York","3031"
"1400000US36047092400","Census Tract 924; Kings County; New York","3628"
"1400000US36047092800","Census Tract 928; Kings County; New York","2861"
"1400000US36047093000","Census Tract 930; Kings County; New York","2567"
"1400000US36047093200","Census Tract 932; Kings County; New York","1277"
"1400000US36047093400","Census Tract 934; Kings County; New York","2466"
"1400000US36047093600","Census Tract 936; Kings County; New York","1854"
"1400000US36047093800","Census Tract 938; Kings County; New York","2662"
"1400000US36047094401","Census Tract 944.01; Kings County; New York","3447"
"1400000US36047094402","Census Tract 944.02; Kings County; New York","2810"
"1400000US36047094600","Census Tract 946; Kings County; New York","2079"
"1400000US36047095000","Census Tract 950; Kings County; New York","3170"
"1400000US36047095400","Census Tract 954; Kings County; New York","5156"
"1400000US36047095600","Census Tract 956; Kings County; New York","4391"
"1400000US36047095800","Census Tract 958; Kings County; New York","3770"
"1400000US36047096000","Census Tract 960; Kings County; New York","6"
"1400000US36047096200","Census Tract 962; Kings County; New York","1701"
"1400000US36047096400","Census Tract 964; Kings County; New York","2621"
"1400000US36047096600","Census Tract 966; Kings County; New York","2353"
"1400000US36047096800","Census Tract 968; Kings County; New York","1555"
"1400000US36047097000","Census Tract 970; Kings County; New York","2357"
"1400000US36047097400","Census Tract 974; Kings County; New York","2911"
"1400000US36047098200","Census Tract 982; Kings County; New York","4076"
"1400000US36047098400","Census Tract 984; Kings County; New York","2074"
"1400000US36047098600","Census Tract 986; Kings County; New York","2814"
"1400000US36047098800","Census Tract 988; Kings County; New York","3083"
"1400000US36047099000","Census Tract 990; Kings County; New York","1652"
"1400000US36047099200","Census Tract 992; Kings County; New York","2056"
"1400000US36047099400","Census Tract 994; Kings County; New York","2116"
"1400000US36047099600","Census Tract 996; Kings County; New York","4052"
"1400000US36047099800","Census Tract 998; Kings County; New York","4234"
"1400000US36047100400","Census Tract 1004; Kings County; New York","2901"
"1400000US36047100600","Census Tract 1006; Kings County; New York","2662"
"1400000US36047100800","Census Tract 1008; Kings County; New York","2189"
"1400000US36047101000","Census Tract 1010; Kings County; New York","2605"
"1400000US36047101200","Census Tract 1012; Kings County; New York","2115"
"1400000US36047101400","Census Tract 1014; Kings County; New York","2268"
"1400000US36047101600","Census Tract 1016; Kings County; New York","1551"
"1400000US36047101800","Census Tract 1018; Kings County; New York","2030"
"1400000US36047102000","Census Tract 1020; Kings County; New York","2186"
"1400000US36047102200","Census Tract 1022; Kings County; New York","2313"
"1400000US36047102400","Census Tract 1024; Kings County; New York","2257"
"1400000US36047102600","Census Tract 1026; Kings County; New York","2973"
"1400000US36047102801","Census Tract 1028.01; Kings County; New York","1754"
"1400000US36047102802","Census Tract 1028.02; Kings County; New York","5"
"1400000US36047103401","Census Tract 1034.01; Kings County; New York","3980"
"1400000US36047103402","Census Tract 1034.02; Kings County; New York","0"
"1400000US36047105801","Census Tract 1058.01; Kings County; New York","7013"
"1400000US36047105804","Census Tract 1058.04; Kings County; New York","6482"
"1400000US36047107001","Census Tract 1070.01; Kings County; New York","3543"
"1400000US36047107002","Census Tract 1070.02; Kings County; New York","0"
"1400000US36047107003","Census Tract 1070.03; Kings County; New York","0"
"1400000US36047107800","Census Tract 1078; Kings County; New York","4112"
"1400000US36047109800","Census Tract 1098; Kings County; New York","2290"
"1400000US36047110400","Census Tract 1104; Kings County; New York","5068"
"1400000US36047110600","Census Tract 1106; Kings County; New York","4558"
"1400000US36047111000","Census Tract 1110; Kings County; New York","3037"
"1400000US36047111600","Census Tract 1116; Kings County; New York","3434"
"1400000US36047111800","Census Tract 1118; Kings County; New York","3507"
"1400000US36047112000","Census Tract 1120; Kings County; New York","3480"
"1400000US36047112200","Census Tract 1122; Kings County; New York","3514"
"1400000US36047112400","Census Tract 1124; Kings County; New York","4288"
"1400000US36047112600","Census Tract 1126; Kings County; New York","4368"
"1400000US36047112800","Census Tract 1128; Kings County; New York","4461"
"1400000US36047113000","Census Tract 1130; Kings County; New York","4460"
"1400000US36047113200","Census Tract 1132; Kings County; New York","2427"
"1400000US36047113400","Census Tract 1134; Kings County; New York","2658"
"1400000US36047114201","Census Tract 1142.01; Kings County; New York","1880"
"1400000US36047114202","Census Tract 1142.02; Kings County; New York","2670"
"1400000US36047114400","Census Tract 1144; Kings County; New York","2414"
"1400000US36047114600","Census Tract 1146; Kings County; New York","3134"
"1400000US36047115000","Census Tract 1150; Kings County; New York","3123"
"1400000US36047115200","Census Tract 1152; Kings County; New York","3496"
"1400000US36047115600","Census Tract 1156; Kings County; New York","4452"
"1400000US36047115800","Census Tract 1158; Kings County; New York","3260"
"1400000US36047116000","Census Tract 1160; Kings County; New York","2630"
"1400000US36047116200","Census Tract 1162; Kings County; New York","2374"
"1400000US36047116400","Census Tract 1164; Kings County; New York","3275"
"1400000US36047116600","Census Tract 1166; Kings County; New York","3484"
"1400000US36047116800","Census Tract 1168; Kings County; New York","2273"
"1400000US36047117000","Census Tract 1170; Kings County; New York","1974"
"1400000US36047117201","Census Tract 1172.01; Kings County; New York","2602"
"1400000US36047117202","Census Tract 1172.02; Kings County; New York","4266"
"1400000US36047117400","Census Tract 1174; Kings County; New York","4331"
"1400000US36047117601","Census Tract 1176.01; Kings County; New York","2760"
"1400000US36047117602","Census Tract 1176.02; Kings County; New York","3492"
"1400000US36047117800","Census Tract 1178; Kings County; New York","1820"
"1400000US36047118000","Census Tract 1180; Kings County; New York","7"
"1400000US36047118201","Census Tract 1182.01; Kings County; New York","3345"
"1400000US36047118202","Census Tract 1182.02; Kings County; New York","3275"
"1400000US36047118400","Census Tract 1184; Kings County; New York","5434"
"1400000US36047118600","Census Tract 1186; Kings County; New York","3147"
"1400000US36047118800","Census Tract 1188; Kings County; New York","5156"
"1400000US36047119000","Census Tract 1190; Kings County; New York","2217"
"1400000US36047119200","Census Tract 1192; Kings County; New York","3636"
"1400000US36047119400","Census Tract 1194; Kings County; New York","4320"
"1400000US36047119600","Census Tract 1196; Kings County; New York","6458"
"1400000US36047119800","Census Tract 1198; Kings County; New York","3696"
"1400000US36047120000","Census Tract 1200; Kings County; New York","2873"
"1400000US36047120200","Census Tract 1202; Kings County; New York","1972"
"1400000US36047120801","Census Tract 1208.01; Kings County; New York","3999"
"1400000US36047120802","Census Tract 1208.02; Kings County; New York","3770"
"1400000US36047120803","Census Tract 1208.03; Kings County; New York","2010"
"1400000US36047121000","Census Tract 1210; Kings County; New York","3688"
"1400000US36047121400","Census Tract 1214; Kings County; New York","4100"
"1400000US36047122000","Census Tract 1220; Kings County; New York","6169"
"1400000US36047123700","Census Tract 1237; Kings County; New York","8586"
"1400000US36047150200","Census Tract 1502; Kings County; New York","2616"
"1400000US36047152200","Census Tract 1522; Kings County; New York","3287"
"1400000US36047990100","Census Tract 9901; Kings County; New York","0"
"1400000US36061000100","Census Tract 1; New York County; New York","0"
"1400000US36061000201","Census Tract 2.01; New York County; New York","2012"
"1400000US36061000202","Census Tract 2.02; New York County; New York","7266"
"1400000US36061000500","Census Tract 5; New York County; New York","5"
"1400000US36061000600","Census Tract 6; New York County; New York","11616"
"1400000US36061000700","Census Tract 7; New York County; New York","10542"
"1400000US36061000800","Census Tract 8; New York County; New York","10871"
"1400000US36061000900","Census Tract 9; New York County; New York","2016"
"1400000US36061001001","Census Tract 10.01; New York County; New York","1767"
"1400000US36061001002","Census Tract 10.02; New York County; New York","6300"
"1400000US36061001200","Census Tract 12; New York County; New York","3776"
"1400000US36061001300","Census Tract 13; New York County; New York","5402"
"1400000US36061001401","Census Tract 14.01; New York County; New York","3543"
"1400000US36061001402","Census Tract 14.02; New York County; New York","3418"
"1400000US36061001501","Census Tract 15.01; New York County; New York","8385"
"1400000US36061001502","Census Tract 15.02; New York County; New York","10378"
"1400000US36061001600","Census Tract 16; New York County; New York","7698"
"1400000US36061001800","Census Tract 18; New York County; New York","7934"
"1400000US36061002000","Census Tract 20; New York County; New York","4648"
"1400000US36061002100","Census Tract 21; New York County; New York","7811"
"1400000US36061002201","Census Tract 22.01; New York County; New York","6969"
"1400000US36061002202","Census Tract 22.02; New York County; New York","2488"
"1400000US36061002400","Census Tract 24; New York County; New York","4518"
"1400000US36061002500","Census Tract 25; New York County; New York","4630"
"1400000US36061002601","Census Tract 26.01; New York County; New York","3609"
"1400000US36061002602","Census Tract 26.02; New York County; New York","4816"
"1400000US36061002700","Census Tract 27; New York County; New York","1370"
"1400000US36061002800","Census Tract 28; New York County; New York","6819"
"1400000US36061002901","Census Tract 29.01; New York County; New York","1096"
"1400000US36061002902","Census Tract 29.02; New York County; New York","4359"
"1400000US36061003001","Census Tract 30.01; New York County; New York","4663"
"1400000US36061003002","Census Tract 30.02; New York County; New York","3035"
"1400000US36061003100","Census Tract 31; New York County; New York","2989"
"1400000US36061003200","Census Tract 32; New York County; New York","8372"
"1400000US36061003300","Census Tract 33; New York County; New York","6458"
"1400000US36061003400","Census Tract 34; New York County; New York","7012"
"1400000US36061003601","Census Tract 36.01; New York County; New York","3513"
"1400000US36061003602","Census Tract 36.02; New York County; New York","3000"
"1400000US36061003700","Census Tract 37; New York County; New York","3092"
"1400000US36061003800","Census Tract 38; New York County; New York","9070"
"1400000US36061003900","Census Tract 39; New York County; New York","7036"
"1400000US36061004001","Census Tract 40.01; New York County; New York","3743"
"1400000US36061004002","Census Tract 40.02; New York County; New York","5090"
"1400000US36061004100","Census Tract 41; New York County; New York","7523"
"1400000US36061004200","Census Tract 42; New York County; New York","5216"
"1400000US36061004300","Census Tract 43; New York County; New York","4158"
"1400000US36061004400","Census Tract 44; New York County; New York","17222"
"1400000US36061004500","Census Tract 45; New York County; New York","1093"
"1400000US36061004700","Census Tract 47; New York County; New York","2644"
"1400000US36061004800","Census Tract 48; New York County; New York","6955"
"1400000US36061004900","Census Tract 49; New York County; New York","4777"
"1400000US36061005000","Census Tract 50; New York County; New York","5223"
"1400000US36061005200","Census Tract 52; New York County; New York","3808"
"1400000US36061005400","Census Tract 54; New York County; New York","4909"
"1400000US36061005501","Census Tract 55.01; New York County; New York","4564"
"1400000US36061005502","Census Tract 55.02; New York County; New York","1956"
"1400000US36061005600","Census Tract 56; New York County; New York","4281"
"1400000US36061005700","Census Tract 57; New York County; New York","2998"
"1400000US36061005800","Census Tract 58; New York County; New York","5109"
"1400000US36061005900","Census Tract 59; New York County; New York","5707"
"1400000US36061006000","Census Tract 60; New York County; New York","5290"
"1400000US36061006100","Census Tract 61; New York County; New York","5494"
"1400000US36061006200","Census Tract 62; New York County; New York","3686"
"1400000US36061006300","Census Tract 63; New York County; New York","6707"
"1400000US36061006400","Census Tract 64; New York County; New York","8744"
"1400000US36061006500","Census Tract 65; New York County; New York","6721"
"1400000US36061006600","Census Tract 66; New York County; New York","12341"
"1400000US36061006700","Census Tract 67; New York County; New York","5547"
"1400000US36061006800","Census Tract 68; New York County; New York","7706"
"1400000US36061006900","Census Tract 69; New York County; New York","2799"
"1400000US36061007001","Census Tract 70.01; New York County; New York","4550"
"1400000US36061007002","Census Tract 70.02; New York County; New York","4865"
"1400000US36061007100","Census Tract 71; New York County; New York","5851"
"1400000US36061007200","Census Tract 72; New York County; New York","9358"
"1400000US36061007300","Census Tract 73; New York County; New York","6180"
"1400000US36061007400","Census Tract 74; New York County; New York","5698"
"1400000US36061007500","Census Tract 75; New York County; New York","4000"
"1400000US36061007600","Census Tract 76; New York County; New York","2921"
"1400000US36061007700","Census Tract 77; New York County; New York","6192"
"1400000US36061007800","Census Tract 78; New York County; New York","9109"
"1400000US36061007900","Census Tract 79; New York County; New York","4442"
"1400000US36061008000","Census Tract 80; New York County; New York","5906"
"1400000US36061008100","Census Tract 81; New York County; New York","7853"
"1400000US36061008200","Census Tract 82; New York County; New York","3414"
"1400000US36061008300","Census Tract 83; New York County; New York","3853"
"1400000US36061008400","Census Tract 84; New York County; New York","1985"
"1400000US36061008601","Census Tract 86.01; New York County; New York","4853"
"1400000US36061008602","Census Tract 86.02; New York County; New York","0"
"1400000US36061008603","Census Tract 86.03; New York County; New York","5347"
"1400000US36061008700","Census Tract 87; New York County; New York","6510"
"1400000US36061008800","Census Tract 88; New York County; New York","8852"
"1400000US36061008900","Census Tract 89; New York County; New York","5957"
"1400000US36061009000","Census Tract 90; New York County; New York","8830"
"1400000US36061009100","Census Tract 91; New York County; New York","7362"
"1400000US36061009200","Census Tract 92; New York County; New York","1866"
"1400000US36061009300","Census Tract 93; New York County; New York","9325"
"1400000US36061009400","Census Tract 94; New York County; New York","109"
"1400000US36061009500","Census Tract 95; New York County; New York","3892"
"1400000US36061009600","Census Tract 96; New York County; New York","608"
"1400000US36061009700","Census Tract 97; New York County; New York","5071"
"1400000US36061009800","Census Tract 98; New York County; New York","8078"
"1400000US36061009901","Census Tract 99.01; New York County; New York","2093"
"1400000US36061009902","Census Tract 99.02; New York County; New York","3848"
"1400000US36061009903","Census Tract 99.03; New York County; New York","2380"
"1400000US36061010000","Census Tract 100; New York County; New York","2170"
"1400000US36061010100","Census Tract 101; New York County; New York","2596"
"1400000US36061010200","Census Tract 102; New York County; New York","283"
"1400000US36061010300","Census Tract 103; New York County; New York","4095"
"1400000US36061010400","Census Tract 104; New York County; New York","983"
"1400000US36061010601","Census Tract 106.01; New York County; New York","8256"
"1400000US36061010602","Census Tract 106.02; New York County; New York","5489"
"1400000US36061010801","Census Tract 108.01; New York County; New York","3297"
"1400000US36061010802","Census Tract 108.02; New York County; New York","3805"
"1400000US36061010803","Census Tract 108.03; New York County; New York","2696"
"1400000US36061010900","Census Tract 109; New York County; New York","407"
"1400000US36061011000","Census Tract 110; New York County; New York","7671"
"1400000US36061011100","Census Tract 111; New York County; New York","6138"
"1400000US36061011201","Census Tract 112.01; New York County; New York","1233"
"1400000US36061011202","Census Tract 112.02; New York County; New York","500"
"1400000US36061011203","Census Tract 112.03; New York County; New York","1420"
"1400000US36061011300","Census Tract 113; New York County; New York","216"
"1400000US36061011401","Census Tract 114.01; New York County; New York","1361"
"1400000US36061011402","Census Tract 114.02; New York County; New York","2620"
"1400000US36061011500","Census Tract 115; New York County; New York","3863"
"1400000US36061011600","Census Tract 116; New York County; New York","3263"
"1400000US36061011700","Census Tract 117; New York County; New York","5256"
"1400000US36061011800","Census Tract 118; New York County; New York","9688"
"1400000US36061011900","Census Tract 119; New York County; New York","1666"
"1400000US36061012000","Census Tract 120; New York County; New York","3905"
"1400000US36061012101","Census Tract 121.01; New York County; New York","3408"
"1400000US36061012102","Census Tract 121.02; New York County; New York","5236"
"1400000US36061012200","Census Tract 122; New York County; New York","3425"
"1400000US36061012400","Census Tract 124; New York County; New York","10845"
"1400000US36061012500","Census Tract 125; New York County; New York","2901"
"1400000US36061012601","Census Tract 126.01; New York County; New York","7437"
"1400000US36061012602","Census Tract 126.02; New York County; New York","6400"
"1400000US36061012700","Census Tract 127; New York County; New York","7282"
"1400000US36061012800","Census Tract 128; New York County; New York","6545"
"1400000US36061012901","Census Tract 129.01; New York County; New York","7959"
"1400000US36061012902","Census Tract 129.02; New York County; New York","3144"
"1400000US36061013000","Census Tract 130; New York County; New York","3911"
"1400000US36061013100","Census Tract 131; New York County; New York","3962"
"1400000US36061013201","Census Tract 132.01; New York County; New York","3146"
"1400000US36061013202","Census Tract 132.02; New York County; New York","4237"
"1400000US36061013203","Census Tract 132.03; New York County; New York","3747"
"1400000US36061013300","Census Tract 133; New York County; New York","6782"
"1400000US36061013400","Census Tract 134; New York County; New York","11882"
"1400000US36061013501","Census Tract 135.01; New York County; New York","5504"
"1400000US36061013502","Census Tract 135.02; New York County; New York","6358"
"1400000US36061013601","Census Tract 136.01; New York County; New York","1962"
"1400000US36061013602","Census Tract 136.02; New York County; New York","5070"
"1400000US36061013603","Census Tract 136.03; New York County; New York","4387"
"1400000US36061013604","Census Tract 136.04; New York County; New York","5057"
"1400000US36061013700","Census Tract 137; New York County; New York","7308"
"1400000US36061013800","Census Tract 138; New York County; New York","13109"
"1400000US36061013900","Census Tract 139; New York County; New York","9988"
"1400000US36061014000","Census Tract 140; New York County; New York","8050"
"1400000US36061014200","Census Tract 142; New York County; New York","4463"
"1400000US36061014300","Census Tract 143; New York County; New York","129"
"1400000US36061014401","Census Tract 144.01; New York County; New York","5040"
"1400000US36061014402","Census Tract 144.02; New York County; New York","7151"
"1400000US36061014500","Census Tract 145; New York County; New York","7532"
"1400000US36061014601","Census Tract 146.01; New York County; New York","4481"
"1400000US36061014602","Census Tract 146.02; New York County; New York","9061"
"1400000US36061014700","Census Tract 147; New York County; New York","2987"
"1400000US36061014801","Census Tract 148.01; New York County; New York","3221"
"1400000US36061014802","Census Tract 148.02; New York County; New York","7494"
"1400000US36061014900","Census Tract 149; New York County; New York","6351"
"1400000US36061015001","Census Tract 150.01; New York County; New York","2321"
"1400000US36061015002","Census Tract 150.02; New York County; New York","5642"
"1400000US36061015101","Census Tract 151.01; New York County; New York","3756"
"1400000US36061015102","Census Tract 151.02; New York County; New York","8254"
"1400000US36061015200","Census Tract 152; New York County; New York","7730"
"1400000US36061015301","Census Tract 153.01; New York County; New York","3684"
"1400000US36061015302","Census Tract 153.02; New York County; New York","6032"
"1400000US36061015401","Census Tract 154.01; New York County; New York","5189"
"1400000US36061015402","Census Tract 154.02; New York County; New York","4503"
"1400000US36061015403","Census Tract 154.03; New York County; New York","5738"
"1400000US36061015501","Census Tract 155.01; New York County; New York","5091"
"1400000US36061015502","Census Tract 155.02; New York County; New York","5759"
"1400000US36061015601","Census Tract 156.01; New York County; New York","5568"
"1400000US36061015602","Census Tract 156.02; New York County; New York","2154"
"1400000US36061015700","Census Tract 157; New York County; New York","11197"
"1400000US36061015801","Census Tract 158.01; New York County; New York","5600"
"1400000US36061015802","Census Tract 158.02; New York County; New York","4516"
"1400000US36061015900","Census Tract 159; New York County; New York","10054"
"1400000US36061016001","Census Tract 160.01; New York County; New York","3852"
"1400000US36061016002","Census Tract 160.02; New York County; New York","3607"
"1400000US36061016100","Census Tract 161; New York County; New York","6617"
"1400000US36061016200","Census Tract 162; New York County; New York","9033"
"1400000US36061016300","Census Tract 163; New York County; New York","7292"
"1400000US36061016400","Census Tract 164; New York County; New York","7371"
"1400000US36061016500","Census Tract 165; New York County; New York","6659"
"1400000US36061016600","Census Tract 166; New York County; New York","7012"
"1400000US36061016700","Census Tract 167; New York County; New York","7210"
"1400000US36061016800","Census Tract 168; New York County; New York","4964"
"1400000US36061016900","Census Tract 169; New York County; New York","8526"
"1400000US36061017000","Census Tract 170; New York County; New York","7991"
"1400000US36061017100","Census Tract 171; New York County; New York","9694"
